region,variety,rating
"Sonoma County, California",Red Wine,90.0
"Napa Valley, California",Red Wine,88.0
"Roero, Piedmont, Italy",Red Wine,90.0
Argentina,Red Wine,91.0
California,Red Wine,94.0
Spain,Red Wine,91.0
"Napa Valley, California",Red Wine,92.0
"Cotes de Castillon, Bordeaux, France",Red Wine,95.0
"Carneros, California",White Wine,90.0
"Alexander Valley, Sonoma County, California",Red Wine,89.0
"Alexander Valley, Sonoma County, California",Red Wine,91.0
"Cotes du Rhone, Rhone, France",Pink and Rosé,90.0
"Napa Valley, California",Red Wine,92.0
"Pessac-Leognan, Bordeaux, France",Red Wine,93.0
"Mendoza, Argentina",Red Wine,90.0
"Napa Valley, California",Red Wine,95.0
"Crozes-Hermitage, Rhone, France",Red Wine,90.0
"Rhone, France",Red Wine,91.0
"Tavel, Rhone, France",Pink and Rosé,91.0
"St. Emilion, Bordeaux, France",Red Wine,92.0
"Pauillac, Bordeaux, France",Red Wine,91.0
"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",White Wine,90.0
"Sonoma County, California",Red Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,90.0
"Sauternes, Bordeaux, France",,91.0
"Monterey, Central Coast, California",Pink and Rosé,89.0
"Chablis, Burgundy, France",White Wine,92.0
"Marlborough, New Zealand",White Wine,91.0
"Champagne, France",Sparkling & Champagne,95.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,95.0
"Lodi, California",Red Wine,91.0
"Russian River, Sonoma County, California",White Wine,91.0
"Clare Valley, South Australia, Australia",Red Wine,90.0
Austria,White Wine,88.0
South Africa,White Wine,91.0
New Zealand,Red Wine,90.0
Oregon,Pink and Rosé,89.0
"Margaret River, Western Australia, Australia",White Wine,90.0
"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,93.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,97.0
"Coteaux d'Aix-en-Provence, Provence, South of France, France",Pink and Rosé,91.0
"Napa Valley, California",Red Wine,91.0
"Napa Valley, California",Red Wine,98.0
"Willamette Valley, Oregon",White Wine,92.0
"Victoria, Australia",Red Wine,91.0
"Rioja, Spain",Red Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
Italy,Red Wine,93.0
"Piedmont, Italy",White Wine,90.0
"Santa Barbara, Central Coast, California",White Wine,90.0
Chile,Red Wine,93.0
"Lirac, Rhone, France",Red Wine,90.0
"Sancerre, Loire, France",White Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Languedoc, South of France, France",Pink and Rosé,88.0
"Edna Valley, Central Coast, California",Red Wine,96.0
"Tuscany, Italy",Red Wine,92.0
"Calistoga, Napa Valley, California",Red Wine,91.0
"Santa Cruz Mountains, California",Red Wine,91.0
"Pauillac, Bordeaux, France",Red Wine,92.0
"Rioja, Spain",Red Wine,91.0
"New York, Other U.S.",White Wine,91.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Columbia Valley, Washington",White Wine,91.0
"Pauillac, Bordeaux, France",Red Wine,98.0
"Wachau, Austria",White Wine,91.0
"Russian River, Sonoma County, California",Red Wine,94.0
"Côtes du Roussillon-Villages, Roussillon, South of France, France",Red Wine,93.0
"Rioja, Spain",Red Wine,93.0
"Anderson Valley, Mendocino, California",Red Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Columbia Valley, Washington",Red Wine,91.0
"Mendoza, Argentina",Red Wine,90.0
"Gigondas, Rhone, France",Red Wine,93.0
"Barolo, Piedmont, Italy",Red Wine,94.0
"Champagne, France",Sparkling & Champagne,91.0
"Alsace, France",White Wine,90.0
"Sicily, Italy",White Wine,90.0
"Rutherford, Napa Valley, California",Red Wine,90.0
"St. Estephe, Bordeaux, France",Red Wine,89.0
"Barossa, South Australia, Australia",Red Wine,93.0
"Marlborough, New Zealand",White Wine,89.0
California,Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"North Coast, California",Red Wine,91.0
"Napa Valley, California",Red Wine,91.0
"Tuscany, Italy",Red Wine,90.0
Chile,Red Wine,90.0
"Central Coast, California",Red Wine,89.0
South Africa,Red Wine,90.0
"Rioja, Spain",Red Wine,90.0
"Sancerre, Loire, France",Pink and Rosé,90.0
"Montalcino, Tuscany, Italy",Red Wine,94.0
"Ribera del Duero, Spain",Red Wine,92.0
"Medoc, Bordeaux, France",Red Wine,92.0
"Napa Valley, California",White Wine,90.0
South Africa,Red Wine,88.0
"Rioja, Spain",Red Wine,96.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,91.0
"Sonoma Coast, Sonoma County, California",White Wine,93.0
"Spring Mountain District, Napa Valley, California",Red Wine,94.0
Washington,White Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,91.0
"North Coast, California",Red Wine,91.0
"Mendocino, California",Red Wine,93.0
"Willamette Valley, Oregon",White Wine,91.0
"Limestone Coast, South Australia, Australia",Red Wine,89.0
"Pauillac, Bordeaux, France",Red Wine,91.0
"Ribera del Duero, Spain",Red Wine,90.0
South Africa,Red Wine,91.0
"Sauternes, Bordeaux, France",Collectible,95.0
"Central Otago, New Zealand",Red Wine,93.0
"Willamette Valley, Oregon",Red Wine,90.0
"Rutherford, Napa Valley, California",Red Wine,95.0
Chile,Red Wine,91.0
"Sonoma County, California",Red Wine,88.0
"Sonoma Valley, Sonoma County, California",Red Wine,90.0
"El Dorado, Sierra Foothills, California",Red Wine,90.0
"Central Coast, California",Red Wine,90.0
"Veneto, Italy",Red Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,88.0
"St. Emilion, Bordeaux, France",Red Wine,99.0
"Sonoma County, California",Red Wine,90.0
"Pessac-Leognan, Bordeaux, France",Red Wine,93.0
France,White Wine,88.0
"Russian River, Sonoma County, California",Red Wine,93.0
Chile,Red Wine,90.0
"Pessac-Leognan, Bordeaux, France",Red Wine,88.0
"Margaret River, Western Australia, Australia",White Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,94.0
"Anderson Valley, Mendocino, California",Red Wine,91.0
"Sonoma County, California",White Wine,88.0
"Umbria, Italy",White Wine,90.0
"Tuscany, Italy",Red Wine,93.0
"Calistoga, Napa Valley, California",Red Wine,94.0
"McLaren Vale, South Australia, Australia",Red Wine,92.0
"Carneros, California",White Wine,92.0
"Tuscany, Italy",Red Wine,89.0
"Tuscany, Italy",Red Wine,96.0
"Champagne, France",Sparkling & Champagne,95.0
Italy,Red Wine,88.0
"Napa Valley, California",Red Wine,96.0
"Languedoc-Saint Drezery, Languedoc, South of France, France",Pink and Rosé,92.0
"Sonoma County, California",Red Wine,89.0
"Central Coast, California",Red Wine,90.0
Italy,Red Wine,89.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Burgenland, Austria",Collectible,97.0
"Adelaida District, Paso Robles, Central Coast, California",Red Wine,92.0
"Tuscany, Italy",Red Wine,90.0
"Rias Baixas, Spain",White Wine,92.0
"Sonoma County, California",Red Wine,89.0
"Vacqueyras, Rhone, France",Red Wine,92.0
"Willamette Valley, Oregon",Red Wine,89.0
"St. Emilion, Bordeaux, France",Red Wine,93.0
"Chablis, Burgundy, France",White Wine,95.0
"St. Emilion, Bordeaux, France",Red Wine,91.0
"Central Coast, California",White Wine,87.0
"Pays Nantais, Loire, France",White Wine,90.0
"Tuscany, Italy",Red Wine,90.0
"Napa Valley, California",White Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,86.0
"Tuscany, Italy",Red Wine,90.0
"Central Coast, California",White Wine,90.0
"Central Coast, California",White Wine,91.0
"Corbieres, Languedoc, South of France, France",Red Wine,92.0
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Columbia Valley, Washington",Red Wine,88.0
"Provence, South of France, France",Pink and Rosé,91.0
"Willamette Valley, Oregon",Red Wine,91.0
"Dry Creek Valley, Sonoma County, California",Red Wine,90.0
"Carneros, California",Sparkling & Champagne,91.0
"Montalcino, Tuscany, Italy",Red Wine,95.0
"Mendoza, Argentina",Red Wine,93.0
"Kremstal, Austria",White Wine,93.0
"Oakville, Napa Valley, California",Red Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,89.0
"St. Helena, Napa Valley, California",White Wine,90.0
"Uco Valley, Mendoza, Argentina",Red Wine,92.0
"Napa Valley, California",Red Wine,91.0
"Sicily, Italy",Red Wine,91.0
"Rhone, France",Red Wine,93.0
"Cotes du Rhone, Rhone, France",Red Wine,89.0
"Petaluma Gap, Sonoma Coast, Sonoma County, California",Red Wine,90.0
"St. Emilion, Bordeaux, France",Red Wine,94.0
"Cotes du Rhone, Rhone, France",White Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,87.0
"Lodi, California",Pink and Rosé,90.0
Spain,Red Wine,94.0
"McLaren Vale, South Australia, Australia",Red Wine,95.0
"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,92.0
"Sonoma County, California",White Wine,92.0
"St. Estephe, Bordeaux, France",Red Wine,91.0
California,Red Wine,91.0
"Green Valley, Russian River, Sonoma County, California",Sparkling & Champagne,90.0
"Beaujolais, Burgundy, France",Red Wine,90.0
South Africa,White Wine,90.0
"Pomerol, Bordeaux, France",Red Wine,94.0
"Piedmont, Italy",Red Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,91.0
"Napa Valley, California",Red Wine,96.0
"Napa Valley, California",Red Wine,93.0
"Rioja, Spain",Red Wine,94.0
"Sonoma County, California",Red Wine,87.0
South Africa,Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,90.0
"Condrieu, Rhone, France",White Wine,91.0
"Carneros, California",Sparkling & Champagne,91.0
"Hermitage, Rhone, France",Red Wine,92.0
"McLaren Vale, South Australia, Australia",Red Wine,92.0
Portugal,Collectible,93.0
"Russian River, Sonoma County, California",White Wine,91.0
"Crozes-Hermitage, Rhone, France",Red Wine,91.0
"El Dorado, Sierra Foothills, California",Red Wine,90.0
"Santa Cruz Mountains, California",White Wine,90.0
"Sonoma County, California",White Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Napa Valley, California",Red Wine,94.0
"Columbia Valley, Washington",White Wine,91.0
"Cornas, Rhone, France",Red Wine,94.0
"Sonoma County, California",Red Wine,90.0
"Pomerol, Bordeaux, France",Red Wine,90.0
"Veneto, Italy",Red Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,96.0
"Marlborough, New Zealand",Red Wine,88.0
"Rioja, Spain",Red Wine,90.0
"Burgundy, France",Red Wine,88.0
"Mosel, Germany",White Wine,88.0
"Alentejo, Portugal",Red Wine,92.0
"Sonoma County, California",Red Wine,87.0
"Medoc, Bordeaux, France",Red Wine,88.0
"Columbia Valley, Washington",Red Wine,89.0
"Sicily, Italy",Red Wine,93.0
"Cornas, Rhone, France",Red Wine,93.0
"Tuscany, Italy",Red Wine,90.0
"Champagne, France",Sparkling & Champagne,90.0
"Haut Medoc, Bordeaux, France",Red Wine,93.0
"Lirac, Rhone, France",Red Wine,94.0
"Russian River, Sonoma County, California",White Wine,92.0
"Bourgueil, Touraine, Loire, France",Red Wine,90.0
"Sicily, Italy",Red Wine,91.0
"Valpolicella, Veneto, Italy",Red Wine,91.0
"Barolo, Piedmont, Italy",Red Wine,92.0
"Champagne, France",Sparkling & Champagne,90.0
"Pessac-Leognan, Bordeaux, France",Red Wine,94.0
"St-Julien, Bordeaux, France",Red Wine,95.0
"Carneros, California",Red Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,92.0
"Central Coast, California",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,90.0
"Howell Mountain, Napa Valley, California",Red Wine,93.0
"Cremant de Limoux, Limoux, Languedoc, South of France, France",Sparkling & Champagne,89.0
"Victoria, Australia",Red Wine,90.0
"Russian River, Sonoma County, California",Red Wine,93.0
"Medoc, Bordeaux, France",Red Wine,88.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,91.0
"Graves, Bordeaux, France",White Wine,91.0
"Rioja, Spain",Red Wine,90.0
"Provence, South of France, France",Pink and Rosé,90.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Mosel, Germany",White Wine,90.0
"Margaret River, Western Australia, Australia",White Wine,90.0
Argentina,Red Wine,90.0
"Napa Valley, California",Red Wine,94.0
"Napa Valley, California",Red Wine,91.0
Washington,Red Wine,91.0
"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,95.0
"Sonoma County, California",Red Wine,95.0
"Hermitage, Rhone, France",Red Wine,93.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,94.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Robertson, South Africa",White Wine,93.0
"Marlborough, New Zealand",Red Wine,88.0
"Columbia Valley, Washington",Red Wine,93.0
"Paso Robles, Central Coast, California",Red Wine,90.0
France,White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,95.0
"Ribera del Duero, Spain",Red Wine,94.0
"Sonoma County, California",Red Wine,90.0
"Santa Ynez Valley, Santa Barbara, Central Coast, California",Pink and Rosé,90.0
"Napa Valley, California",Red Wine,91.0
"Alexander Valley, Sonoma County, California",Red Wine,91.0
"Napa Valley, California",Red Wine,90.0
"Willamette Valley, Oregon",White Wine,91.0
"Napa Valley, California",White Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,92.0
Chile,Red Wine,86.0
"Sonoma County, California",Red Wine,92.0
Italy,White Wine,89.0
"Tuscany, Italy",Red Wine,97.0
"Santa Barbara, Central Coast, California",Red Wine,91.0
Australia,Red Wine,87.0
"Willamette Valley, Oregon",Red Wine,90.0
"Champagne, France",Sparkling & Champagne,98.0
"Napa Valley, California",Red Wine,95.0
"Chianti, Tuscany, Italy",Red Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Rhone, France",Red Wine,90.0
Spain,Red Wine,90.0
"Napa Valley, California",Red Wine,89.0
"Columbia Valley, Washington",White Wine,91.0
"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,92.0
"Rioja, Spain",Red Wine,92.0
"Alsace, France",White Wine,90.0
"Priorat, Spain",Red Wine,94.0
"Curico Valley, Chile",Red Wine,92.0
"Central Coast, California",Red Wine,91.0
"Adelaide Hills, South Australia, Australia",Red Wine,91.0
"Alexander Valley, Sonoma County, California",White Wine,88.0
Italy,Red Wine,93.0
"Dry Creek Valley, Sonoma County, California",White Wine,90.0
"Columbia Valley, Washington",Red Wine,90.0
"Napa Valley, California",Red Wine,90.0
Washington,Red Wine,91.0
"Columbia Valley, Washington",Red Wine,93.0
"Lombardy, Italy",Sparkling & Champagne,91.0
"Central Coast, California",White Wine,90.0
"Pomerol, Bordeaux, France",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,88.0
"Columbia Valley, Washington",Red Wine,90.0
Spain,Red Wine,91.0
Canada,,91.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,96.0
"Pauillac, Bordeaux, France",Red Wine,98.0
"Ribera del Duero, Spain",Red Wine,91.0
"Napa Valley, California",Red Wine,92.0
"Provence, South of France, France",Red Wine,91.0
Oregon,Red Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,92.0
"Spring Mountain District, Napa Valley, California",Red Wine,93.0
"Sonoma County, California",Red Wine,92.0
"Dry Creek Valley, Sonoma County, California",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,90.0
"Minervois, Languedoc, South of France, France",Red Wine,91.0
"Willamette Valley, Oregon",Red Wine,87.0
"Montalcino, Tuscany, Italy",Red Wine,92.0
"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,92.0
"Rioja, Spain",Red Wine,96.0
"Lirac, Rhone, France",Red Wine,89.0
"Napa Valley, California",Red Wine,90.0
"Knights Valley, Sonoma County, California",Red Wine,88.0
"Veneto, Italy",White Wine,86.0
"Oakville, Napa Valley, California",Red Wine,92.0
"Carneros, California",Red Wine,90.0
"Bolgheri, Tuscany, Italy",Red Wine,93.0
Austria,Collectible,93.0
"Kamptal, Austria",White Wine,92.0
"Sonoma County, California",Red Wine,90.0
"Knights Valley, Sonoma County, California",Red Wine,94.0
California,Red Wine,90.0
"Napa Valley, California",Red Wine,88.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,99.0
Spain,White Wine,92.0
"Columbia Valley, Washington",White Wine,90.0
"Russian River, Sonoma County, California",Red Wine,87.0
"Pessac-Leognan, Bordeaux, France",White Wine,98.0
"Rutherford, Napa Valley, California",Red Wine,92.0
"Napa Valley, California",Red Wine,90.0
"Rioja, Spain",Red Wine,90.0
"Oakville, Napa Valley, California",Red Wine,92.0
"Diamond Mountain District, Napa Valley, California",Red Wine,92.0
Italy,White Wine,88.0
"Columbia Valley, Washington",White Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,95.0
"Barolo, Piedmont, Italy",Red Wine,93.0
"Sonoma County, California",Red Wine,91.0
Portugal,,90.0
"Santa Cruz Mountains, California",Red Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,93.0
"Fronsac, Bordeaux, France",Red Wine,91.0
"Pessac-Leognan, Bordeaux, France",White Wine,90.0
"Trentino-Alto Adige, Italy",White Wine,90.0
"Cotes du Roussillon-Les Aspres, Côtes du Roussillon-Villages, Roussillon, South of France, France",Red Wine,91.0
"Eola-Amity Hills, Willamette Valley, Oregon",White Wine,92.0
"Napa Valley, California",Red Wine,92.0
California,Sparkling & Champagne,87.0
South Africa,White Wine,89.0
"Martinborough, New Zealand",White Wine,90.0
"Stags Leap District, Napa Valley, California",Red Wine,92.0
"Chianti, Tuscany, Italy",Red Wine,90.0
"Jerez, Spain",,90.0
New Zealand,White Wine,92.0
"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,90.0
"Cotes du Rhone, Rhone, France",Red Wine,92.0
"Russian River, Sonoma County, California",White Wine,92.0
"Napa Valley, California",Red Wine,94.0
"St. Emilion, Bordeaux, France",Red Wine,90.0
"Pomerol, Bordeaux, France",Red Wine,92.0
"Barolo, Piedmont, Italy",Red Wine,96.0
"St. Emilion, Bordeaux, France",Red Wine,91.0
"Napa Valley, California",Red Wine,92.0
"Napa Valley, California",Red Wine,91.0
"Ribbon Ridge, Willamette Valley, Oregon",Red Wine,93.0
"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,95.0
"Tuscany, Italy",Red Wine,90.0
"Calistoga, Napa Valley, California",Red Wine,94.0
"Montalcino, Tuscany, Italy",Red Wine,92.0
"Barbaresco, Piedmont, Italy",Red Wine,92.0
"Columbia Valley, Washington",White Wine,92.0
"Tuscany, Italy",Red Wine,92.0
"Mosel, Germany",White Wine,90.0
"Fort Ross-Seaview, Sonoma Coast, Sonoma County, California",Red Wine,93.0
"Tuscany, Italy",Red Wine,92.0
"Russian River, Sonoma County, California",Red Wine,92.0
"St. Emilion, Bordeaux, France",Red Wine,94.0
"Sonoma County, California",Red Wine,90.0
"Fort Ross-Seaview, Sonoma Coast, Sonoma County, California",Red Wine,91.0
"St-Veran, Maconnais, Burgundy, France",White Wine,93.0
"Sardinia, Italy",White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,93.0
"Sonoma Valley, Sonoma County, California",White Wine,96.0
"St-Julien, Bordeaux, France",Red Wine,94.0
"New York, Other U.S.",White Wine,91.0
Chile,White Wine,88.0
"Napa Valley, California",Red Wine,93.0
France,Red Wine,92.0
"Cote Rotie, Rhone, France",Red Wine,96.0
"Sonoma County, California",Red Wine,87.0
Portugal,Red Wine,90.0
"Ribera del Duero, Spain",Red Wine,90.0
South Africa,Red Wine,88.0
"Ribera del Duero, Spain",Red Wine,91.0
"Napa Valley, California",Red Wine,91.0
"Napa Valley, California",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,91.0
California,Red Wine,92.0
"Napa Valley, California",Red Wine,92.0
"Yountville, Napa Valley, California",White Wine,93.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Sancerre, Loire, France",White Wine,91.0
"Calistoga, Napa Valley, California",Red Wine,92.0
"Alexander Valley, Sonoma County, California",White Wine,88.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Napa Valley, California",Pink and Rosé,89.0
"Horse Heaven Hills, Columbia Valley, Washington",White Wine,90.0
Argentina,Red Wine,90.0
"Calistoga, Napa Valley, California",Red Wine,89.0
Austria,White Wine,87.0
"St. Estephe, Bordeaux, France",Red Wine,96.0
Italy,White Wine,94.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Columbia Valley, Washington",White Wine,89.0
"Rutherford, Napa Valley, California",Red Wine,90.0
"Central Coast, California",Red Wine,92.0
"Ribera del Duero, Spain",Red Wine,94.0
Argentina,Red Wine,90.0
"Piedmont, Italy",Red Wine,94.0
"Sonoma County, California",Red Wine,86.0
"Cotes du Rhone, Rhone, France",Red Wine,88.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Tuscany, Italy",Red Wine,91.0
"Burgundy, France",White Wine,93.0
"St-Julien, Bordeaux, France",Red Wine,90.0
"Russian River, Sonoma County, California",Red Wine,94.0
"Columbia Valley, Washington",Red Wine,90.0
"Napa Valley, California",White Wine,91.0
Portugal,,91.0
"Central Coast, California",Red Wine,89.0
"Napa Valley, California",Red Wine,91.0
"San Benito, Central Coast, California",Red Wine,90.0
"Mosel, Germany",White Wine,90.0
"Yountville, Napa Valley, California",Red Wine,95.0
Italy,Red Wine,91.0
"Pauillac, Bordeaux, France",Red Wine,91.0
Chile,White Wine,87.0
"Gigondas, Rhone, France",Red Wine,90.0
"Napa Valley, California",White Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,94.0
"Paso Robles, Central Coast, California",Red Wine,92.0
"North Coast, California",Red Wine,89.0
New Zealand,White Wine,87.0
"Santa Lucia Highlands, Monterey, Central Coast, California",Red Wine,94.0
"Sonoma Coast, Sonoma County, California",Red Wine,91.0
Oregon,White Wine,90.0
"Pauillac, Bordeaux, France",Red Wine,96.0
California,Red Wine,89.0
"Sonoma County, California",Red Wine,93.0
"Diamond Mountain District, Napa Valley, California",Red Wine,91.0
"Spring Mountain District, Napa Valley, California",Red Wine,92.0
"Sonoma Coast, Sonoma County, California",Red Wine,90.0
Spain,Pink and Rosé,90.0
"Russian River, Sonoma County, California",Red Wine,92.0
"Paicines, Central Coast, California",Red Wine,90.0
"Tuscany, Italy",Red Wine,90.0
"Douro, Portugal",Red Wine,90.0
"Tuscany, Italy",White Wine,87.0
"Cotes du Ventoux, Rhone, France",Pink and Rosé,90.0
"Calistoga, Napa Valley, California",Red Wine,90.0
"Mendocino, California",Red Wine,89.0
"Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,90.0
"Burgundy, France",White Wine,93.0
"Trentino-Alto Adige, Italy",Red Wine,89.0
"Umbria, Italy",Red Wine,93.0
"Napa Valley, California",Red Wine,94.0
"Willamette Valley, Oregon",Red Wine,88.0
"Barolo, Piedmont, Italy",Red Wine,92.0
"Central Otago, New Zealand",White Wine,93.0
"Trentino-Alto Adige, Italy",White Wine,88.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Champagne, France",Sparkling & Champagne,92.0
"Cassis, Provence, South of France, France",White Wine,92.0
Spain,Red Wine,90.0
"Mendocino, California",White Wine,92.0
"Russian River, Sonoma County, California",Red Wine,90.0
"Pomerol, Bordeaux, France",Red Wine,91.0
"Columbia Valley, Washington",Red Wine,93.0
"Rioja, Spain",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,94.0
"Valpolicella, Veneto, Italy",Red Wine,98.0
"Jerez, Spain",,90.0
"Rasteau, Rhone, France",Red Wine,91.0
"Champagne, France",Sparkling & Champagne,90.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,90.0
"Willamette Valley, Oregon",Red Wine,91.0
"Napa Valley, California",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,94.0
"Cote Rotie, Rhone, France",Red Wine,92.0
"Napa Valley, California",Red Wine,91.0
"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,90.0
"Sonoma Coast, Sonoma County, California",White Wine,93.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0
"Mendoza, Argentina",White Wine,91.0
"Hawkes Bay, New Zealand",Red Wine,90.0
"Tuscany, Italy",Red Wine,92.0
"Sonoma County, California",Red Wine,92.0
"Napa Valley, California",Red Wine,90.0
"Trentino-Alto Adige, Italy",White Wine,88.0
Australia,White Wine,90.0
"Tuscany, Italy",Red Wine,91.0
"Clare Valley, South Australia, Australia",White Wine,91.0
Chile,Red Wine,90.0
"Napa Valley, California",White Wine,90.0
"Sonoma Coast, Sonoma County, California",White Wine,90.0
"Sonoma County, California",White Wine,87.0
"Tuscany, Italy",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,93.0
"Languedoc, South of France, France",Red Wine,93.0
"Napa Valley, California",White Wine,90.0
"Sonoma Valley, Sonoma County, California",Red Wine,95.0
"Sonoma County, California",White Wine,90.0
"Trentino-Alto Adige, Italy",White Wine,93.0
"Sonoma County, California",Red Wine,92.0
"Burgenland, Austria",Collectible,96.0
Italy,White Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Columbia Valley, Washington",Red Wine,87.0
"North Coast, California",Red Wine,86.0
"Sonoma Coast, Sonoma County, California",Red Wine,90.0
"Napa Valley, California",Red Wine,91.0
"Sonoma County, California",Red Wine,88.0
Australia,Red Wine,90.0
"Rias Baixas, Spain",White Wine,90.0
"Sicily, Italy",Red Wine,93.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Columbia Valley, Washington",White Wine,87.0
"Walla Walla Valley, Columbia Valley, Washington",White Wine,90.0
Portugal,,94.0
"Lake County, North Coast, California",White Wine,91.0
"Barolo, Piedmont, Italy",Red Wine,95.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"St. Emilion, Bordeaux, France",Red Wine,89.0
"Willamette Valley, Oregon",Red Wine,89.0
"Central Coast, California",Red Wine,94.0
"Yakima Valley, Columbia Valley, Washington",Red Wine,92.0
"Sonoma County, California",White Wine,95.0
Australia,Red Wine,91.0
"Willamette Valley, Oregon",Red Wine,90.0
"Sonoma County, California",Red Wine,91.0
"Santa Margarita Ranch, Paso Robles, Central Coast, California",White Wine,89.0
"Sonoma County, California",Red Wine,90.0
"Cotes du Rhone Villages, Rhone, France",Red Wine,90.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,96.0
"St. Emilion, Bordeaux, France",Red Wine,96.0
"St. Emilion, Bordeaux, France",Red Wine,94.0
Italy,White Wine,88.0
"Sonoma County, California",White Wine,92.0
"Cotes de Francs, Bordeaux, France",Red Wine,92.0
"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,95.0
"Sauternes, Bordeaux, France",Collectible,92.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Sonoma County, California",Red Wine,87.0
"Mosel, Germany",White Wine,91.0
"Saint-Joseph, Rhone, France",Red Wine,92.0
"Medoc, Bordeaux, France",Red Wine,88.0
California,Red Wine,89.0
"Beaujolais, Burgundy, France",Red Wine,92.0
Germany,White Wine,89.0
"Paso Robles, Central Coast, California",Red Wine,90.0
"Rutherford, Napa Valley, California",Red Wine,91.0
